"product_id","total_orders","total_qty","total_sales","total_discount","total_profit"
"FUR-CH-10000988","10","44","5294.456000000001","1.6","833.5951999999997"
"TEC-PH-10004977","9","32","5291.7300000000005","1.4","838.8371999999999"
"FUR-CH-10003312","6","24","5282.423999999999","1.3","-989.0496"
"FUR-CH-10004675","7","27","5212.111999999999","1","972.6367999999999"
"TEC-MA-10001148","5","22","5204.241","2.5","-882.1188"
"FUR-BO-10002613","6","27","5184.081","1.6","-126.44100000000003"
"TEC-AC-10001838","7","26","5119.744000000001","0.2","2155.8922000000002"
"FUR-TA-10001932","6","22","5098.176","1.9000000000000001","-404.00640000000004"
"OFF-AP-10003849","6","16","5009.48","1.1","715.6399999999999"
"TEC-PH-10000984","7","27","4978.146000000001","0.4","1168.1004"
"FUR-TA-10001539","9","30","4952.673","2.9000000000000004","-450.24300000000005"
"TEC-PH-10001363","4","11","4901.914000000001","0.8","512.991"
"FUR-BO-10004695","7","31","4886.46","1.05","566.4674"
"TEC-CO-10004202","7","19","4859.838000000001","1","1154.9615000000001"
"OFF-ST-10001932","7","26","4829.25","0.2","509.9688"
"OFF-ST-10002011","3","12","4778.766","0.2","1106.6616"
"FUR-CH-10000513","9","42","4770.633","1.5","-197.58480000000003"
"OFF-ST-10002743","10","46","4704.696","1","-470.4696"
"FUR-CH-10000847","6","18","4626.582","0.7","750.7284"
"FUR-CH-10002602","11","37","4619.988","2.1","486.15560000000005"
"TEC-PH-10001494","4","17","4619.23","0.6000000000000001","896.8505000000001"
"OFF-ST-10003306","8","33","4600.091999999999","0.4","1252.8822000000002"
"FUR-TA-10002903","5","24","4544.924999999999","1.3000000000000003","-192.18540000000002"
"OFF-ST-10001809","11","55","4509.465999999999","0.8","-332.371"
"OFF-ST-10000689","7","33","4479.03","0.4","388.746"
"OFF-AP-10001058","4","17","4476.96","0.4","956.9502"
"FUR-TA-10004154","5","25","4446.175000000001","1.5","-1147.4"
"TEC-PH-10003012","10","32","4434.912","0.8","936.2592000000002"
"FUR-CH-10003981","7","24","4420.056","1.9000000000000001","41.116800000000005"
"TEC-CO-10001571","7","10","4399.92","1.2","1649.97"
"OFF-ST-10002756","7","33","4384.044","0.2","-36.533699999999996"
"FUR-TA-10000617","6","22","4334.827499999999","1.05","430.06950000000006"
"FUR-TA-10003748","8","40","4332.2519999999995","1.2999999999999998","448.164"
"OFF-BI-10003091","6","23","4322.814","1.3","1592.4978"
"FUR-TA-10003238","6","11","4297.644","2","-611.5878"
"TEC-MA-10000864","2","16","4268","0.7","466.4"
"TEC-PH-10004094","6","32","4211.7300000000005","1","467.96999999999997"
"OFF-BI-10004390","4","15","4209.799999999999","1.2999999999999998","1052.45"
"TEC-CO-10000971","6","16","4199.860000000001","0.8","839.972"
"OFF-ST-10002574","10","35","4199.456","1.4","-635.444"
"FUR-CH-10004983","5","31","4185.48","0.8","342.8874"
"OFF-BI-10003656","9","38","4181.754","2.8999999999999995","693.5591999999999"
"TEC-PH-10002496","9","30","4180.532","1.4","904.742"
"FUR-CH-10003774","14","59","4166.884","3.1999999999999997","-503.1193999999999"
"TEC-CO-10001943","6","25","4119.794","1.2000000000000002","1469.9265"
"TEC-PH-10004539","7","24","4044.3860000000004","1","733.2812"
"OFF-ST-10000046","9","27","4006.4399999999996","0.6000000000000001","473.34150000000005"
"TEC-PH-10000730","2","8","3999.92","0","1039.9792"
"TEC-AC-10002842","8","35","3998.4","0.2","499.79999999999995"
"TEC-MA-10002927","1","2","3991.98","0","1995.99"
"FUR-CH-10001708","7","32","3989.734","1.0999999999999999","425.7596"
"TEC-PH-10001578","4","12","3968.51","0.8","518.336"
"FUR-TA-10001768","6","22","3963.9009999999994","1.7","-598.5228"
"TEC-CO-10003236","2","7","3959.9339999999997","0.2","1691.9718"
"FUR-CH-10000665","9","32","3955.676","1.4000000000000001","573.7239999999999"
"OFF-ST-10003816","8","26","3946.6560000000004","1","419.33219999999994"
"FUR-FU-10000576","5","23","3861.056","1","289.5791999999999"
"OFF-AP-10003057","3","14","3855.1800000000003","0","1503.5202"
"TEC-PH-10002549","6","22","3839.62","1.4000000000000001","162.61919999999998"
"TEC-PH-10002834","5","23","3815.7880000000005","0.6000000000000001","710.9605000000001"
"FUR-TA-10004619","5","29","3775.647","1","541.654"
"TEC-AC-10002637","5","22","3743.792","0.4","21.598799999999997"
"FUR-TA-10001307","5","14","3739.1150000000002","1.4","608.043"
"TEC-PH-10003645","7","26","3684.708","1","575.3315999999999"
"FUR-CH-10003298","9","35","3680.538","1.7000000000000002","-491.175"
"TEC-PH-10002415","5","15","3657.38","0.8","339.1925"
"FUR-CH-10002647","15","64","3641.274000000001","2.7","234.23399999999998"
"FUR-BO-10004218","8","34","3626.0056000000004","1.8699999999999999","-208.6504"
"TEC-PH-10004447","8","31","3613.7400000000002","1.4","425.3094"
"FUR-TA-10001771","4","19","3603.288","0.8","311.82300000000004"
"TEC-PH-10001557","10","43","3590.026","1","576.8999000000001"
"FUR-TA-10003392","4","14","3540.348","0.6000000000000001","354.0348"
"OFF-ST-10003805","4","19","3537.24","0.4","536.9024999999999"
"FUR-CH-10000155","6","14","3528.79","1","514.366"
"OFF-AP-10000828","7","24","3511.012","1","383.6776"
"FUR-TA-10002645","4","20","3481.5150000000003","1.3","-295.815"
"FUR-TA-10002530","7","30","3457.4419999999996","1.4","-392.54799999999994"
"FUR-BO-10003404","2","8","3447.84","0","206.87040000000002"
"FUR-BO-10003272","6","21","3420.7704","1.44","-755.7516"
"TEC-PH-10003505","11","46","3415.04","2","384.192"
"TEC-MA-10003673","1","5","3404.5","0","1668.205"
"FUR-TA-10001705","4","19","3401.6","0.95","210.474"
"OFF-ST-10000025","8","37","3397.308","0.4","78.25259999999999"
"FUR-TA-10000688","6","18","3354.8900000000003","1.1","100.211"
"OFF-LA-10003930","8","36","3322.8779999999997","0.4","1517.9064"
"FUR-BO-10004015","9","34","3317.7235000000005","1.5","135.58870000000002"
"FUR-FU-10001468","6","25","3317.0119999999997","1.4000000000000001","-530.038"
"FUR-TA-10004534","5","20","3253.2200000000003","0.9","-164.72000000000003"
"OFF-BI-10004318","8","23","3234.913","1.9","1086.3772000000001"
"OFF-BI-10004584","5","22","3222.996","2.5","-461.33079999999995"
"TEC-MA-10001972","5","12","3210.8","1.2","111.68"
"OFF-ST-10001097","5","20","3178.13","0.2","-167.27"
"TEC-PH-10002310","7","22","3168.606","1","581.6466"
"TEC-PH-10002103","9","37","3158.064","0.8","654.1704000000001"
"FUR-CH-10004218","9","35","3150.576","1.2","499.851"
"FUR-TA-10003715","4","18","3140.55","0.8","-401.9904"
"OFF-ST-10000585","7","20","3138.8","0.6000000000000001","693.8399999999999"
"TEC-PH-10003691","6","27","3099.3540000000003","0.4","548.0565"
"TEC-PH-10003072","5","25","3059.7960000000003","1","1147.4234999999999"
"OFF-AP-10003590","3","9","3051.3","0.2","697.44"
"TEC-PH-10001336","9","27","3044.164","1","571.4257000000001"
"TEC-MA-10000010","1","8","3040","0","1459.2"
"OFF-AP-10002684","7","31","3039.5","2","401.21400000000006"
"OFF-ST-10000991","8","27","3035.2079999999996","0.2","24.143700000000003"
"OFF-ST-10000736","12","39","3028.652","0.8","-3.239200000000009"
"OFF-SU-10000157","8","26","2982.75","0.4","-57.26880000000001"
"FUR-TA-10001086","5","26","2979.004","1.3","54.71640000000002"
"FUR-BO-10001337","10","28","2970.0589999999997","1.0999999999999999","-78.63699999999999"
"FUR-CH-10004853","6","23","2959.2079999999996","0.7","493.7046"
"OFF-BI-10004519","8","27","2954.444","1.9999999999999998","489.641"
"FUR-BO-10000780","5","22","2946.3668","1.6600000000000001","-767.7436"
"OFF-AP-10002534","5","18","2946.2","2.6","-872.0752"
"FUR-CH-10000863","8","25","2913.914","1.5999999999999999","-445.3910000000001"
"TEC-PH-10002922","4","21","2906.628","0.6000000000000001","422.475"
"FUR-BO-10004357","4","17","2904.161","0.8","-170.83299999999997"
"OFF-AP-10002518","5","21","2883.276","1","229.59420000000003"
"TEC-AC-10002001","6","21","2879.82","0.8","763.1523"
"TEC-PH-10001760","5","18","2865.6000000000004","1","967.14"
"FUR-FU-10003664","4","33","2863.8","0.6","627.1722000000001"
"FUR-TA-10003008","8","20","2847.78","2.3","-328.59"
"OFF-SU-10000646","5","14","2836.366","0.6000000000000001","-427.8586"
"TEC-AC-10001908","6","32","2799.7199999999993","0.4","719.928"
"OFF-PA-10000994","9","28","2789.0099999999993","0.4","1262.394"
"FUR-TA-10001039","11","47","2764.2570000000005","2.45","-226.1274"
"FUR-FU-10004306","6","17","2759.06","1.4","314.76599999999996"
"TEC-AC-10004666","2","10","2755.4","0","1184.8220000000001"
"TEC-PH-10000441","8","25","2746.582","1","478.76199999999994"
"TEC-PH-10002555","4","13","2744.87","0.8","253.77100000000002"
"FUR-BO-10001972","7","37","2740.1969999999997","2.95","-975.0988"
"OFF-ST-10001128","6","26","2730.108","0.4","-68.80759999999998"
"OFF-AP-10002118","6","14","2706.08","0.4","578.6848000000001"
"FUR-CH-10002084","5","23","2705.7799999999997","0.2","499.3394"
"FUR-FU-10002937","8","29","2699.056","0.6000000000000001","1260.221"
"FUR-TA-10002041","6","20","2671.421","1.6","-519.941"
"TEC-AC-10002253","4","16","2659.84","0","398.976"
"FUR-CH-10000422","9","34","2647.809","1.3","49.1346"
"TEC-PH-10004667","6","26","2645.804","1","83.69379999999998"
"OFF-SU-10003505","8","24","2641.608","0.6000000000000001","-7.105427357601002e-15"
"TEC-PH-10000526","7","32","2630.126","1.2","418.51640000000003"
"TEC-AC-10003911","5","18","2623.8360000000002","0.2","723.1548"
"TEC-AC-10004171","6","29","2619.738","0.4","995.9004000000001"
"OFF-ST-10000060","8","43","2612.196","0.6000000000000001","153.3528"
"TEC-PH-10001128","4","21","2609.826","0.6000000000000001","341.9772"
"FUR-CH-10002126","4","15","2586.1879999999996","1.1","-48.796"
"OFF-ST-10004186","5","23","2552.54","0","51.050799999999995"
"FUR-TA-10002356","6","15","2542.467","1.9","-445.587"
"TEC-MA-10002428","3","17","2541.8360000000002","0.2","1092.6795000000002"
"TEC-MA-10003353","1","7","2519.958","0.4","-251.9958"
"OFF-ST-10004123","8","30","2511.0480000000002","0.8","-218.352"
"OFF-AP-10000891","5","21","2491.2799999999997","1","563.816"
"OFF-AP-10004487","7","36","2488.392","1.2000000000000002","380.5776"
"FUR-BO-10002916","4","15","2487.759","0.15","410.352"
"OFF-ST-10001370","8","38","2484.3","0.6000000000000001","-78.07799999999997"
"TEC-PH-10001944","6","19","2481.1499999999996","0.6000000000000001","540.015"
"TEC-AC-10003198","6","29","2450.16","0.6000000000000001","630.468"
"FUR-CH-10001146","15","51","2442.0240000000003","2.8","117.48630000000001"
"TEC-MA-10000112","1","10","2396.4","0.2","179.73"
"FUR-CH-10004289","7","30","2389.902","1","-2.6645352591003757e-15"
"FUR-CH-10001270","8","34","2389.125","1.3","336.375"
"TEC-AC-10000844","8","31","2362.7219999999998","0.6000000000000001","676.5203999999999"
"TEC-MA-10002073","2","3","2339.982","0.7","-467.9964"
"TEC-AC-10004571","9","25","2339.766","0.8","889.911"
"TEC-MA-10004679","4","13","2330.65","1.7","-785.762"
"OFF-ST-10004340","10","40","2300.66","0.6000000000000001","485.004"
"OFF-ST-10001522","10","28","2299.75","1.2","-172.94120000000004"
"FUR-TA-10001520","9","39","2298.114","1.5999999999999999","-12.132900000000014"
"FUR-TA-10002855","5","19","2297.5380000000005","1.1","100.9746"
"TEC-PH-10002114","1","4","2279.96","0","592.7896"
"FUR-FU-10001488","7","25","2267.9719999999998","1","148.372"
"OFF-BI-10001718","10","50","2264.892","3.3999999999999995","569.422"
"TEC-PH-10003580","4","15","2252.432","1.4","-119.119"
"TEC-AC-10003174","6","23","2242.032","0.6000000000000001","754.53"
"FUR-TA-10002533","5","26","2241.8675","1.85","-795.9725000000001"
"TEC-PH-10000486","3","24","2227.008","0.6000000000000001","250.5384"
"TEC-PH-10002033","4","9","2221.5959999999995","0.4","324.69480000000004"
"OFF-AP-10000938","4","24","2221.56","0.4","476.6256"
"FUR-CH-10000749","2","13","2207.956","0.2","231.6544"
"FUR-CH-10003817","10","43","2204.862","1.5999999999999999","245.997"
"FUR-CH-10001482","7","20","2200.464","1","-130.98"
"FUR-FU-10004665","4","16","2191.68","0","569.8368"
"FUR-CH-10004477","9","44","2185.9510000000005","1.8","283.74739999999997"
"OFF-PA-10001970","18","70","2167.3480000000004","0.6000000000000001","1006.4352"
"TEC-PH-10003811","5","22","2159.8199999999997","0.8","259.1784"
"TEC-AC-10002402","8","30","2159.7299999999996","0.8","479.93999999999994"
"TEC-AC-10003095","6","17","2157.8340000000003","0.2","699.3462"
"TEC-PH-10002680","3","13","2155.902","0.6000000000000001","153.99300000000002"
"FUR-BO-10000362","5","14","2154.348","0.6499999999999999","311.1836"
"OFF-PA-10000357","12","48","2141.634","1","947.5260000000002"
"FUR-TA-10002607","8","44","2140.8779999999997","2.6","-479.2164"
"TEC-PH-10002275","4","14","2116.688","0.8","211.6688"
"TEC-AC-10000990","3","16","2098.88","0","881.5296000000001"
"FUR-TA-10002774","3","18","2096.168","0.7","-206.5342"
"OFF-BI-10002026","14","64","2068.8219999999997","5.1000000000000005","349.6332"
"FUR-FU-10002298","5","24","2064.228","1","-173.12879999999996"
"TEC-PH-10004345","5","21","2063.14","0.8","299.875"
"FUR-FU-10003806","4","19","2058.496","1.2","-529.76"
"TEC-PH-10000369","4","19","2041.038","0.6000000000000001","317.4948"
"FUR-TA-10004607","7","18","2040.054","1.9000000000000001","-115.30739999999999"
"FUR-TA-10002228","3","9","2033.4959999999999","1","-456.7032"
"FUR-CH-10000229","4","10","2032.35","1","-460.66600000000005"
"TEC-PH-10000038","5","18","2027.3039999999999","0.8","-339.7104"
"TEC-PH-10001835","3","14","2022.272","0.2","872.1048000000001"
"TEC-PH-10002824","3","13","2018.702","0.8","10.299500000000009"
"TEC-PH-10003484","5","18","2015.8400000000001","0.6000000000000001","314.975"
"OFF-AP-10000576","7","29","2010.8520000000003","0.4","376.48740000000004"
"TEC-AC-10002567","9","29","1999.75","1","515.1356"
"TEC-PH-10002563","5","18","1990.642","0.8","312.4552"
"TEC-PH-10003601","4","12","1979.88","0","593.964"
"OFF-ST-10001511","7","33","1952.4299999999998","0.2","-74.34749999999997"
"FUR-CH-10004626","6","20","1947.177","0.30000000000000004","413.649"
"OFF-AP-10001394","5","13","1946.6999999999998","1.1","374.21999999999997"
"TEC-PH-10000576","7","18","1945.2579999999998","1.4","145.2094"
"TEC-PH-10002447","4","10","1936.306","0.4","473.777"
"TEC-AC-10004659","5","32","1926.9360000000001","1","408.744"
"TEC-PH-10001580","5","17","1916.716","0.8","241.61419999999998"
"TEC-AC-10004975","4","18","1913.13","0.2","587.1329999999999"
"FUR-BO-10003034","5","18","1912.3079999999998","1","-68.1096"
"FUR-BO-10003159","7","19","1909.8178000000003","1.02","-78.18639999999999"
"TEC-PH-10001079","4","19","1903.84","0.6000000000000001","276.0568"
"FUR-BO-10004467","8","31","1897.8102000000001","2.52","-612.9386999999999"
"FUR-CH-10003833","9","39","1890.38","1.6999999999999997","-131.107"
"TEC-AC-10000892","7","22","1890","0.4","622.8"
"OFF-PA-10004359","5","19","1887.3","0.2","851.3820000000001"
"TEC-PH-10002660","6","29","1876.524","0.4","397.7415"
"OFF-ST-10000036","6","20","1857.252","0.4","414.918"
"FUR-CH-10003199","6","20","1842.268","1.1","155.372"
"FUR-FU-10004864","13","46","1834.8119999999997","1.2","436.4379"
"FUR-CH-10004698","8","30","1830.1480000000001","1.8","80.98"
"TEC-PH-10001619","4","10","1803.108","0.4","411.579"
"TEC-AC-10001606","7","21","1799.82","0.8","497.9502"
"FUR-TA-10004086","7","27","1788.384","1.7999999999999998","-22.35479999999999"
"OFF-PA-10000418","6","19","1782.4499999999998","0.4","746.5319999999999"
"OFF-AP-10001205","10","40","1776.0480000000002","1.4000000000000001","207.02399999999994"
"FUR-CH-10001973","7","21","1775.6800000000003","1.5000000000000002","-228.6188"
"FUR-CH-10004886","6","24","1775.0749999999998","1.2999999999999998","117.059"
"TEC-PH-10003963","3","11","1771.514","0.6000000000000001","94.75540000000001"
"FUR-CH-10003396","10","29","1770.5400000000002","2.0999999999999996","-216.31380000000001"
"OFF-ST-10001963","4","18","1764.534","0.2","-6.084599999999995"
"OFF-AP-10001005","6","23","1761.7600000000002","0.30000000000000004","549.7635"
"FUR-CH-10000225","7","25","1757.266","1.2","-166.00900000000001"
"FUR-CH-10004860","8","21","1746.954","1.5","-246.39119999999997"
"OFF-PA-10003395","5","19","1740.5100000000002","0.8","704.5919999999999"
"TEC-PH-10003273","4","15","1738.662","0.4","340.173"
"TEC-PH-10001254","4","17","1727.0639999999999","0.8","129.5298"
"TEC-AC-10001142","5","24","1722.1999999999998","0.4","15.799999999999997"
"OFF-ST-10002292","2","5","1706.508","0.2","222.588"
"FUR-TA-10004289","3","15","1706.25","1.45","-1148.4375"
"TEC-AC-10001990","5","33","1703.7160000000001","0.8","357.5404"
"OFF-PA-10000100","8","45","1696.9860000000003","0.4","756.2655"
"TEC-AC-10000474","6","20","1690.8220000000001","0.6000000000000001","360.962"
"FUR-CH-10001714","5","13","1689.968","0.9000000000000001","-114.6764"
"FUR-CH-10001545","6","18","1686.904","0.8999999999999999","-36.473600000000005"
"FUR-FU-10000277","5","18","1685.44","0.8","244.38879999999995"
"TEC-PH-10004042","4","12","1685.294","0.4","273.4628"
"TEC-PH-10001299","5","15","1679.888","1","59.995999999999995"
"OFF-AP-10002457","6","20","1674.3999999999999","1.3","146.51000000000002"
"TEC-PH-10004908","7","25","1665.8039999999999","1.5999999999999999","178.47899999999998"
"FUR-BO-10003965","4","12","1646.9180000000001","0.99","-285.9484"
"TEC-AC-10001432","5","21","1641.1499999999999","0","722.106"
"OFF-ST-10002344","8","22","1635.796","0.8","-110.1328"
"TEC-PH-10002483","2","6","1631.952","0.4","142.79579999999999"
"FUR-FU-10003601","6","26","1623.248","1.5999999999999999","-343.09560000000005"
"TEC-MA-10003356","2","5","1619.82","0.7","-22.497500000000002"
"TEC-AC-10002800","9","34","1619.676","0.6000000000000001","514.8969999999999"
"OFF-AR-10000380","10","44","1617.9480000000003","0.6000000000000001","448.164"
"TEC-AC-10000736","8","21","1615.798","0.2","540.7324000000001"
"TEC-PH-10004614","7","28","1614.6","1.2000000000000002","165.60000000000002"
"FUR-CH-10002439","6","31","1589.406","0.7000000000000001","253.8392"
"TEC-PH-10004120","3","13","1589.084","0.4","271.2402"
"TEC-PH-10001425","6","24","1583.802","1","201.57479999999995"
"FUR-FU-10000308","7","26","1579.3719999999998","0.2","318.36159999999995"
"TEC-AC-10004469","10","42","1574.0300000000002","0.6000000000000001","634.406"
"OFF-BI-10001071","7","31","1573.908","1.7","562.3842"
"FUR-BO-10001608","5","30","1570.0776","1.22","-26.97239999999998"
"OFF-PA-10000675","9","40","1565.8180000000002","0.4","729.6220000000001"
"OFF-EN-10000056","8","28","1555.75","0.8","632.2568"
"FUR-FU-10003192","4","18","1545.816","0.2","362.46720000000005"
"TEC-PH-10004536","3","12","1538.886","0.2","323.976"
"FUR-BO-10001798","4","14","1525.917","0.85","1944.5922000000003"
"OFF-AP-10003217","3","12","1524.5320000000002","1","53.02719999999999"
"FUR-CH-10004875","8","24","1501.8980000000001","1.1","254.8244"
"TEC-PH-10002645","1","5","1499.97","0.4","-374.9925"
"TEC-AC-10002076","4","29","1497","0.6000000000000001","20.957999999999995"
"TEC-AC-10000109","9","29","1489.334","0.8","255.31440000000003"
"FUR-BO-10003546","4","22","1474.308","1","-191.86200000000002"
"FUR-BO-10003441","6","18","1473.2982","1.17","73.71539999999999"
"OFF-AP-10003779","4","8","1473.1080000000002","0.30000000000000004","311.22"
"FUR-FU-10003394","7","26","1469.16","1.4","-40.576800000000006"
"TEC-PH-10002468","5","13","1468.692","0.6000000000000001","178.1469"
"OFF-ST-10001272","5","12","1465.7440000000001","0.4","287.914"
"FUR-CH-10003061","8","19","1448.839","1.0999999999999999","63.8929"
"OFF-ST-10004337","5","24","1445.2640000000001","0.2","-24.496"
"TEC-PH-10004241","1","4","1439.968","0.2","143.9968"
"FUR-FU-10004848","12","44","1438.132","1.4","235.14069999999998"
"FUR-CH-10002961","6","19","1437.4840000000002","1.2","54.588"
"FUR-TA-10002622","4","12","1436.232","1.2000000000000002","-143.6232"
"OFF-PA-10001033","11","39","1434.6500000000003","1","619.3589000000001"
"FUR-FU-10000293","4","14","1431.944","0.2","46.327600000000004"
"FUR-BO-10003966","4","10","1427.683","0.6","-8.548999999999992"
"FUR-BO-10004709","9","32","1426.8878000000002","2.07","-20.293000000000006"
